n,implementation,repeat,overall_s,computation_s,prime_count,sha256,source
126000000,mpi,1,5.372975,4.282329,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\mpi_run_1.txt
126000000,hybrid,1,2.201393,1.094009,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\hybrid_run_1.txt
126000000,serial,2,17.730339,17.095118,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\serial_run_2.txt
126000000,openmp,2,5.138815,4.40902,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\openmp_run_2.txt
126000000,mpi,2,5.44563,4.297102,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\mpi_run_2.txt
126000000,hybrid,2,2.259773,1.085606,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\hybrid_run_2.txt
126000000,serial,3,17.686223,17.109008,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\serial_run_3.txt
126000000,openmp,3,5.0962,4.407477,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\openmp_run_3.txt
126000000,mpi,3,5.36757,4.299026,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\mpi_run_3.txt
126000000,hybrid,3,2.308911,1.212714,7163814,2fdfa4d0e152280e41dd3c9114b1799659e9b17434da61f49260a342fbaac93c,dataset_126000000_130940\hybrid_run_3.txt
127000000,serial,1,17.882161,17.260472,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\serial_run_1.txt
127000000,openmp,1,5.067462,4.428298,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\openmp_run_1.txt
127000000,mpi,1,5.395886,4.320693,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\mpi_run_1.txt
127000000,hybrid,1,2.567645,1.460065,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\hybrid_run_1.txt
127000000,serial,2,17.909023,17.298185,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\serial_run_2.txt
127000000,openmp,2,5.080062,4.43752,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\openmp_run_2.txt
127000000,mpi,2,5.410476,4.32351,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\mpi_run_2.txt
127000000,hybrid,2,2.349193,1.196113,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\hybrid_run_2.txt
127000000,serial,3,17.870732,17.264729,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\serial_run_3.txt
127000000,openmp,3,5.025916,4.427816,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\openmp_run_3.txt
127000000,mpi,3,5.32409,4.328623,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\mpi_run_3.txt
127000000,hybrid,3,2.345509,1.224308,7217427,b36a955be6e3176f068079107e3c9d9915e5b5dd1cc912793b75c650d8547bde,dataset_127000000_130941\hybrid_run_3.txt
128000000,serial,1,18.13977,17.478989,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\serial_run_1.txt
128000000,openmp,1,5.150784,4.483464,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\openmp_run_1.txt
128000000,mpi,1,5.82462,4.616434,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\mpi_run_1.txt
128000000,hybrid,1,2.79091,1.49112,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\hybrid_run_1.txt
128000000,serial,2,18.476524,17.796353,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\serial_run_2.txt
128000000,openmp,2,5.873467,5.182884,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\openmp_run_2.txt
128000000,mpi,2,5.655758,4.568823,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\mpi_run_2.txt
128000000,hybrid,2,2.433555,1.230058,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\hybrid_run_2.txt
128000000,serial,3,18.149325,17.452023,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\serial_run_3.txt
128000000,openmp,3,5.239288,4.61351,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\openmp_run_3.txt
128000000,mpi,3,5.71065,4.666577,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\mpi_run_3.txt
128000000,hybrid,3,2.500805,1.307783,7271035,8df0c0109984a6cc2afb193496bd45574a8702b5276631e7b802d30ada4952ad,dataset_128000000_130942\hybrid_run_3.txt
129000000,serial,1,18.281232,17.642733,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\serial_run_1.txt
129000000,openmp,1,5.151516,4.547794,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\openmp_run_1.txt
129000000,mpi,1,5.898165,4.804897,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\mpi_run_1.txt
129000000,hybrid,1,2.401394,1.176665,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\hybrid_run_1.txt
129000000,serial,2,18.50733,17.83742,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\serial_run_2.txt
129000000,openmp,2,5.440965,4.79423,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\openmp_run_2.txt
129000000,mpi,2,5.548189,4.413545,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\mpi_run_2.txt
129000000,hybrid,2,2.288515,1.119771,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\hybrid_run_2.txt
129000000,serial,3,18.371746,17.637726,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\serial_run_3.txt
129000000,openmp,3,5.170964,4.523243,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\openmp_run_3.txt
129000000,mpi,3,5.547733,4.415216,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\mpi_run_3.txt
129000000,hybrid,3,2.276837,1.115923,7324733,16c34b62f8065db7c1511e858df9c9b9d795129d770b6981fa4b92b32e680554,dataset_129000000_130943\hybrid_run_3.txt
